,Economy,Economy Code,ISO Code,Region,Income Group,WBL INDEX,MOBILITY,Can a woman choose where to live in the same way as a man?,Can a woman travel outside her home in the same way as a man?,Can a woman apply for a passport in the same way as a man?,Can a woman travel outside the country in the same way as a man?,WORKPLACE,Can a woman get a job in the same way as a man?,Does the law prohibit discrimination in employment based on gender?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,PAY,Does the law mandate equal remuneration for work of equal value?,Can a woman work at night in the same way as a man?,Can a woman work in a job deemed dangerous in the same way as a man?,Can a woman work in an industrial job in the same way as a man?,MARRIAGE,Is the law free of legal provisions that require a married woman to obey her husband?,Can a woman be head of household in the same way as a man?,Is there legislation specifically addressing domestic violence?,Can a woman obtain a judgment of divorce in the same way as a man?,Does a woman have the same rights to remarry as a man?,PARENTHOOD,Is paid leave of at least 14 weeks available to mothers?,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Is there paid leave available to fathers?,Length of paid paternity leave,Is there paid parental leave?,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,ENTREPRENEURSHIP,Does the law prohibit discrimination in access to credit based on gender?,Can a woman sign a contract in the same way as a man?,Can a woman register a business in the same way as a man?,Can a woman open a bank account in the same way as a man?,ASSETS,Do men and women have equal ownership rights to immovable property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do male and female surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,PENSION,Is the age at which men and women can retire with full pension benefits the same?,Is the age at which men and women can retire with partial pension benefits the same?,Is the mandatory retirement age for men and women the same?,Are periods of absence due to childcare accounted for in pension benefits?
3971,Iceland,ISL,ISL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,90,Yes,Yes,90,Yes,90,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
3972,Iceland,ISL,ISL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,120,Yes,Yes,120,Yes,60,0,0,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
3973,Iceland,ISL,ISL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,180,Yes,Yes,180,Yes,0,180,180,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
3974,Iceland,ISL,ISL,High income: OECD,High income,"100,0",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,180,Yes,Yes,180,Yes,0,180,180,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
3975,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3976,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3977,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3978,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3979,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3980,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3981,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3982,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3983,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3984,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3985,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3986,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3987,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3988,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3989,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3990,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3991,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3992,India,IND,IND,South Asia,Lower middle income,"49,4",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3993,India,IND,IND,South Asia,Lower middle income,"52,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3994,India,IND,IND,South Asia,Lower middle income,"52,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3995,India,IND,IND,South Asia,Lower middle income,"52,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3996,India,IND,IND,South Asia,Lower middle income,"52,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3997,India,IND,IND,South Asia,Lower middle income,"52,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3998,India,IND,IND,South Asia,Lower middle income,"52,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
3999,India,IND,IND,South Asia,Lower middle income,"52,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
4000,India,IND,IND,South Asia,Lower middle income,"57,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4001,India,IND,IND,South Asia,Lower middle income,"57,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4002,India,IND,IND,South Asia,Lower middle income,"57,5",100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4003,India,IND,IND,South Asia,Lower middle income,"63,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4004,India,IND,IND,South Asia,Lower middle income,"63,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4005,India,IND,IND,South Asia,Lower middle income,"63,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4006,India,IND,IND,South Asia,Lower middle income,"63,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4007,India,IND,IND,South Asia,Lower middle income,"63,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4008,India,IND,IND,South Asia,Lower middle income,"63,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4009,India,IND,IND,South Asia,Lower middle income,"63,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4010,India,IND,IND,South Asia,Lower middle income,"63,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4011,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4012,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4013,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4014,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4015,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4016,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4017,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4018,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4019,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4020,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4021,India,IND,IND,South Asia,Lower middle income,"66,3",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,0,No,84,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4022,India,IND,IND,South Asia,Lower middle income,"68,8",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,20,Yes,182,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4023,India,IND,IND,South Asia,Lower middle income,"71,9",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,No,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,Yes,182,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4024,India,IND,IND,South Asia,Lower middle income,"71,9",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,No,Yes,No,100,Yes,Yes,Yes,Yes,Yes,20,Yes,182,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4025,India,IND,IND,South Asia,Lower middle income,"74,4",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,No,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,182,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4026,India,IND,IND,South Asia,Lower middle income,"74,4",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,No,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,182,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4027,India,IND,IND,South Asia,Lower middle income,"74,4",100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,No,Yes,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,182,Yes,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
4028,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"20,6",75,No,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,0,No,No,No,No,20,No,No,No,No,Yes,25,No,No,Yes,No
4029,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"20,6",75,No,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,0,No,No,No,No,20,No,No,No,No,Yes,25,No,No,Yes,No
4030,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"20,6",75,No,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,0,No,No,No,No,20,No,No,No,No,Yes,25,No,No,Yes,No
4031,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"20,6",75,No,Yes,Yes,Yes,0,No,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,0,No,No,No,No,20,No,No,No,No,Yes,25,No,No,Yes,No
4032,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"41,3",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,25,No,No,Yes,No
4033,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"41,3",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,25,No,No,Yes,No
4034,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"41,3",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,25,No,No,Yes,No
4035,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4036,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4037,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4038,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4039,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4040,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4041,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4042,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4043,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4044,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4045,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4046,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4047,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4048,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
4049,Indonesia,IDN,IDN,East Asia & Pacific,Lower middle income,"47,5",100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,25,No,Yes,No,No,20,Yes,No,No,No,No,0,No,0,No,No,0,No,0,0,0,No,75,No,Yes,Yes,Yes,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
